#sentence	#label
Zahl also said tried the water inside and said it was cooler than the water in his canteen.	0
However, WOR was a shareholder in the Mutual Radio Network, which had plans to enter television with WOIC and WOR-TV as the flagship stations of its network; these plans never came to fruition.	0
His father, Pete, was a Latin percussionist and his mother, Bernadette (Bernie), was a singer.	1
2008-09 Liga Indonesia Premier Division Quarter Finals and Final	0
It has also sponsored Williams Grand Prix team in 1993 Formula One championship.	1
To Go: The Occult Roadtrip Campaign	0
In the U.S., the term “Black Friday” sometimes refers to the day after Thanksgiving, which is traditionally the first day of the Christmas shopping season.	1
The antlers grow back each year under a fur called ‘velvet’.	1
Marika Humphreys / Justin Lanning 32.016161616	0
Jaime I's restoration also continued with the House's relations with the King, Jaime I having becoming a favourite of King Manuel I and even once his temporary heir.	0
F: Laura Brooker, Wilfrid Laurier Golden Hawks	0
University of the Philippines Manila Chorale	0
The documents of the 15th century in Titel provost and the Bánffy family owned estate is mentioned in the Erdődy, dated 1552 and 1687 between the Turkish occupations.	0
Google’s first computer storage used a Lego case so that the storage capacity could be increased easily.	1
In 2008, she performed the song on the KylieX2008 tour, which was launched to promote her tenth studio album X.	0
His body, which had been standing stationary in front of Ise who noticed that the spell on Seinagi was not of a first year's level, suddenly runs in order to catch the falling head.	0
Peggy Rea as Lulu Coltrane Hogg	0
As social animals, wolves use different hunting techniques than the solitary cougar, but the two species prey on similar animals.	0
The cover was also changed, with an image of Blondie's Debbie Harry used in place of the images of Kraftwerk and a child wearing headphones that had previously been used in the EU and US respectively.	0
Female leopards give birth to a little of two or three cubs at a time.	1
(In the book, although she is mentioned several times before, she is only present for one chapter in the exact middle of the book.)	0
2006Bonnie 'Prince' BillyThe Letting GoProducer, Engineer, Mixing, Mastering	0
Vinzenz Kaiser,{born 1904-1945}, Knights Cross holder for extreme battlefield bravery	0
The government bordered to the north with the Kharkov Governorate and Poltava Governorate, to the west and southwest with the Kherson Governorate, to the south with the Taurida Governorate and Sea of Azov, and to the east with Don Host Oblast.	0
Their healthy traits help them to resist common bovine diseases, and common problems in cattle like bloat or ticks are rare in the Brangus cattle.	0
The logo on the Red Bull cans are not cattle, but a type of bovine called a “gaur”.	1
The carved wooden doors of both the north and the south portals are masterpieces respectively of Gothic and Renaissance workmanship.	0
, the population was 48.8% male and 51.2% female.	0
Rumey parachutes from his D.VII at 1,000 feet (305 meters) but falls to his death when his parachute fails.	0
The hardest substance in the human body is enamel	1
Polideportivos & Fitness CRC - (2011–2012)	0
Baby eagles of the larger species will weigh around 8-9 (3.5 – 4 kg) pounds after just a few days.	1
There were nine rejections letters for Twilight.	1
Department of Computer Science and Engineering	0
The Empire State building only took a littler over a year to build (410) days and it was 12 days ahead of schedule when completed.	1
She also sang songs written by Rabindranath Tagore and was a producer with her film company, Shrimati Pictures.	0
Honoré de Balzac's “Le Père Goriot” (1834) has been the inspiration for notable lines that have gain wide popularity in cinema history.	0
In 2014, Netflix spent $0 on marketing its DVD rental business, but over 6 million people still used it.	1
On 24 September 2007, Walker released And Who Shall Go to the Ball?	0
The authorities may attempt to lay hands on legitimately-sold errors, as happened with the original Inverted Jenny sheet, but usually collectors are smart enough to hang on to the windfall.	0
He is widowed, and a man of good repute in the area.	0
The latter proved a resilient and determined adversary.	0
In the pilot for Family Guy, Lois’s character was originally going to be blonde.	1
Max Factor, an early 20th-century makeup artist to Hollywood actors, coined the noun "makeup."	1
Brokenshire was aware that his constituency, Hornchurch, was to be dissolved for the next election.	0
Champion had no previous experience with the drums when he joined the band, now named Coldplay.	1
Uraga Dock Company was founded by Enomoto Takeaki in 1869.	0
The name example is reserved by the Internet Engineering Task Force (IETF) in RFC 2606 (June 1999) as a domain name that may not be installed as a top-level domain in the Domain Name System (DNS) of the Internet.	0
The world’s oldest dog lived to the grand old age of 29 years and 5 months.	1
In November 2009 he was appointed Chief Executive of Local Partnerships a position which he left very suddenly, without notice in August 2010.	0
Whereas the Short Message Service-Point to Point (SMS-PP) is a one-to-one and one-to-a-few service (requires multiple SMS messages, as each message can only carry one phone number), Cell Broadcast is a one-to-many geographically focused messaging service.	0
During the Second World War, German tank drivers would drive their vehicles over camel droppings, thinking it would bring them good luck.	1
A man who was hanged for his part in the Guy Fawkes Gunpowder Plot had his skin removed and it was used to bind a book that listed his offenses.	1
Educational Aspects and Socio-Cultural Music, Visual Arts and Physical Activity	0
In 1965, this required a redesign of the Hockenheimring.	0
The dream sequences are particularly intense.	0
She says she's 20, but he finds out she's 16 and married to an abusive husband.	0
Popson's father, John, died in September 2006 and in memory of his father, Popson performed a concert at Peabody's Down Under in Cleveland, Ohio on September 29, 2006.	0
Her first notable film role came in 2004, with the dark drama Lightning Bug which also starred Bret Harrison, Kevin Gage, and Ashley Laurence.	0
and becoming the eighth Tea Party-backed candidate to oust a GOP establishment candidate in a 2010 primary contest.	0
Carl Wenck: Die Wettiner im XIV.	0
Human food also includes vegetables, spices, and certain fruits, nuts, herbs, and edible flowers.	0
Attacks by terrorists or militia on important infrastructure are a possible problem for energy consumers, with a successful strike on a Middle East facility potentially causing global shortages.	0
Females give birth in a cave, crevice among boulders, hollow tree, or thicket to make a den.	0
A set-top box (STB) is used at the subscriber's home to allow the susbcriber to control viewing and order new video services such as "movies on demand".	0
Texas Longhorns offer numerous benefits: (1) reproductive	0
In 2011, James McVey – who was a solo act managed by Prestige Management – discovered Bradley Simpson through YouTube.	1
Venezia Mestre is one of Venice's two most important railway stations, the other one being Venezia Santa Lucia, a terminal station on the island of Venice.	0
As the dig progresses, haunted by bad luck and tragedy, Zuhuy-kak makes it clear that Elizabeth must sacrifice her daughter.	0
